path,score,radius
10513907744.jpg,7,0.11357060650536721
11004139923.jpg,8,0.17321963266674179
1434258458.jpg,7,0.16903742742038572
1572804254.jpg,5,0.0014271727035601507
2197636094.jpg,7,0.1953113894365437
2790138273.jpg,6,0.05073932629596892
3228786952.jpg,4,0.023472260706309117
3390605400.jpg,5,0.03202222218420094
3395475764.jpg,6,0.12973967423770763
3525647615.jpg,8,0.010793799344186249
10027582235.jpg,6,0.16045702673524817
10031298826.jpg,7,0.04895936285944144
10050349236.jpg,5,0.20641322179090626
10091520555.jpg,4,0.12393518430604343
10094235786.jpg,7,0.16395971633042025
10111411235.jpg,6,0.08584216173254021
10147970884.jpg,7,0.22263104455583638
10155925686.jpg,6,0.08863113548344262
10244314384.jpg,4,0.20641322179090626
1026198859.jpg,7,0.13913086426198173
