path,score,radius
10513907744.jpg,9,0.007995704182826793
11004139923.jpg,11,0.24632626147808115
1434258458.jpg,11,0.24632626147808115
1572804254.jpg,7,0.11686759684893691
2197636094.jpg,11,0.24632626147808115
2790138273.jpg,8,0.08351068424810658
3228786952.jpg,-1,0.0
3390605400.jpg,4,0.04661423187952599
3395475764.jpg,11,0.24632626147808115
3525647615.jpg,8,0.13913086426198173
10027582235.jpg,11,0.24632626147808115
10031298826.jpg,-1,0.0
10050349236.jpg,8,0.10687043545762542
10091520555.jpg,6,0.10687043545762542
10094235786.jpg,11,0.005715672940807538
10111411235.jpg,5,0.1651821191996158
10147970884.jpg,11,0.24632626147808115
10155925686.jpg,8,0.06412555011637762
10244314384.jpg,5,0.22263104455583638
1026198859.jpg,10,0.24632626147808115
