path,score,radius
10513907744.jpg,5,0.28291806847141854
11004139923.jpg,8,0.29559151377369736
1434258458.jpg,6,0.10684316859235761
1572804254.jpg,5,0.29559151377369736
2197636094.jpg,7,0.29559151377369736
2790138273.jpg,5,0.15488390960394086
3228786952.jpg,5,0.17483435879587478
3390605400.jpg,3,0.26715725346700364
3395475764.jpg,6,0.29559151377369736
3525647615.jpg,4,0.22890192639508244
10027582235.jpg,7,0.29559151377369736
10031298826.jpg,5,0.29559151377369736
10050349236.jpg,-1,0.0
10091520555.jpg,-1,0.0
10094235786.jpg,5,0.26715725346700364
10111411235.jpg,2,0.29559151377369736
10147970884.jpg,7,0.1573194455566146
10155925686.jpg,5,0.1487222211672521
10244314384.jpg,5,0.29559151377369736
1026198859.jpg,-1,0.0
