path,score,radius
10513907744.jpg,5,0.26715725346700364
11004139923.jpg,8,0.29559151377369736
1434258458.jpg,6,0.10443361634793709
1572804254.jpg,5,0.29559151377369736
2197636094.jpg,7,0.29559151377369736
2790138273.jpg,5,0.17380154665251502
3228786952.jpg,5,0.19821854303953895
3390605400.jpg,3,0.24055174842279228
3395475764.jpg,6,0.29559151377369736
3525647615.jpg,4,0.24398111184886526
10027582235.jpg,7,0.29559151377369736
10031298826.jpg,5,0.26715725346700364
10050349236.jpg,4,0.03712622242214937
10091520555.jpg,4,0.09130284383550737
10094235786.jpg,5,0.21147020564621835
10111411235.jpg,2,0.2562580703560308
10147970884.jpg,7,0.09216755643734258
10155925686.jpg,5,0.2153251260680027
10244314384.jpg,5,0.29559151377369736
1026198859.jpg,8,0.07971447410661292
